wallet,deposit_count,deposit_usd,borrow_count,borrow_usd,repay_count,repay_usd,redeem_count,redeem_usd,liquidation_count,score
0x05e1f287dde4f9514ed22000a62a45b0da9dc409,73,5.527827384025217e+21,36,29784.58435438414,28,27444.675825824677,60,5.512137166028122e+21,0,1000
0x05e2461c8c10138aee241268f28de6003d3dbadb,35,20838234.50526739,21,16742072.311050536,16,12546199.32301763,17,15206415.420350503,0,1000
0x05e09b56ec91620f9bab354c573712e446f8eb11,79,7.040626715337861e+21,61,2.000254429800001e+20,37,1.999392082077466e+20,27,6.48023486904062e+21,1,1000
0x026a55d367905cc892280e5ba04d64e9d745b86c,66,1.808550678898601e+23,26,8.120389263727375e+22,14,8.123215685081708e+22,21,1.7876094796830225e+23,0,1000
0x02736d5c8dcea65539993d143a3de90cebca9c3c,42,1.1112034289309094e+22,31,55385.47125510191,23,55400.61929922024,15,9.243708960997416e+21,0,1000
0x0281817134298991d74fb31dcb3efa1e936a4c25,15,1.6457476204172467e+20,7,1.9963423529092256e+19,8,2.0184171840448094e+19,23,6.146562624426786e+20,0,1000
0x032f904c1f675add398dcb3733acf36b84b79c95,35,1.675324788197385e+23,28,1.6322302034475948e+23,24,1.3275528421670708e+23,21,1.3543597932455901e+23,0,1000
0x03310baf844bfe66aadd339c73f9229f35aa4c6d,87,1.3235198375103766e+23,59,6.0039666488189844e+23,24,5.992829870866787e+23,33,2.2007008893405932e+24,0,1000
0x0327d880665d0a65bc578a82e9d83f21b993756c,72,2.7844612236614844e+21,34,69351.76882446407,10,25921.268718301362,30,1.713011312921676e+21,0,1000
0x026c2da77a4584478550de459a6abb848519ffe4,70,361015.5637284984,49,234834.97143762966,33,146618.90725635694,19,101351.59613570332,5,1000
0x0335f428955506d0c06d18b8fa5a8aabf7462e59,20,6.932344945148099e+19,13,1.2906227928676237e+20,7,6.941952327695841e+19,4,4.767849028836595e+19,0,1000
0x003a85c562730b196f7cba202a2515f2ff855736,131,2.8379010520363727e+23,22,5.014426082087836e+21,12,4.970980528342095e+21,12,3.5020569661668936e+23,0,1000
0x05dcb24761e5f9d3e8138f811e4e06db7104478f,105,1.3150197362307591e+22,77,4.0223182074255623e+21,36,4.0232323692892515e+21,49,1.9060473239439023e+22,0,1000
0x03188444e0ec5e63d99350baedd479ebcab82f63,198,1.1974941236054854e+21,79,2.592878966068908e+21,82,2.0164471616657091e+21,71,9.970906232868857e+20,0,1000
0x0318b7bf3433dc91fdd0c749b88855f076efd5d5,24,1.4575618202422831e+22,34,3.4254389120481844e+21,16,3.391568471835586e+21,29,2.2076272392456687e+22,0,1000
0x027cedb5d69afdd68ce27cf58dd6d05a72edc4f6,47,1.0167231254938786e+23,33,530387.8148480206,32,460373.0474700087,35,3.934431958997516e+22,0,1000
0x0281531ebed0d369e29f29bb4295be46113e422b,44,5.667208783908939e+23,18,5.412569221893761e+23,19,5.46219219176506e+23,24,5.694240704516734e+23,0,1000
0x0318ccfbfae5e2c06b2f533a35acecea13b9909f,25,4043.8642537990145,20,2.0072590056000032e+20,20,2.0006603014663186e+20,8,896.2007626000589,0,1000
0x030de3de170036c537b1f7bf6f983220464abe1c,53,5.228461989868594e+21,21,23662.737746148414,16,19133.185461964265,20,5.242783528298277e+21,2,1000
0x0036534c48a754163f0f446601f36bcfda840f57,7,2.699861554029281e+19,8,1.5041374262189313e+20,7,1.4927160381571095e+20,5,2.251078536454598e+20,0,1000
0x00329e92ed6fd0a0ef76da9c476d51faeb6b26a0,179,2.501932129754522e+23,154,6.367324948641493e+23,148,4.342829513037705e+23,42,3.456259975301579e+23,0,1000
0x0034baeeb160a5f1032b6d124d3e87cc94d74e62,59,5.297472082761532e+25,45,3.505957665262691e+25,21,3.5021753381240433e+25,37,5.297119656788405e+25,0,1000
0x00389de87cae34a6f89e13cc8225c4984add8b37,328,3.1984720147078273e+22,100,3114347.9784883666,76,1426082.1549210404,106,3.1467058814748895e+22,0,1000
0x04d9f6ecd792e48a09fa5dc2138baed8e628a7e5,411,8.398692217066964e+21,178,4.903187163724332e+21,291,4.904898067188619e+21,209,8.401815497180547e+21,0,1000
0x04ddf96a61c4c44731f04df4e963f61cfe3c9c6d,52,6290309.303997433,38,8.446333199311165e+23,24,8.096559884914433e+23,33,4.756184839897002e+22,0,1000
0x00f777857b95c1d0fe7564ae343d1a00c80b38f1,108,2.408867790210938e+20,45,604.3052696891073,27,452.5754864955186,49,2.4049610532789938e+20,0,1000
0x04e492d349e82cafdc314cc0d966592b6ee9df11,244,1.0663178565959414e+23,183,1.631015802222652e+22,149,1.6290822205955436e+22,99,1.071911463844509e+23,0,1000
0x0122a648094d10ea18ae72673aea0334fae4d3a5,145,1410911.7058060826,20,8.272859577060835e+21,25,8.263342962258294e+21,37,7.229014514894583e+21,0,1000
0x011e6bf0b2fccc01f137cfe776e1b1121f31fbaa,17,5.071964291530513e+21,16,33204.68204061978,26,38385.13933242313,23,5.060299182054567e+21,1,1000
0x04cda19cb300c98a5ff01a9bafc907e8751268d8,41,1138852.5494153781,18,419230.2899835362,17,411029.7564825546,23,907087.8406995599,0,1000
0x0107aacde8714bd13357fc856d6b93b3f8b543e9,59,3.6090765205330813e+22,28,2.255724572458709e+22,21,2.220294118667476e+22,22,3.535599217252825e+22,0,1000
0x01087080dca984b607e1ebf263330431f979e528,17,419816.92600064026,14,313255.3372076208,9,264705.71358614846,9,353715.71205474087,0,1000
0x00aac20f271c4731591cca07913e994d6f1075c0,289,4.400406607269348e+21,89,4.061692518879154e+21,176,1.4003094431458444e+21,79,5.036238723310836e+21,0,1000
0x0116fdba1f1dc87f91fcafe2fb365ca829cee686,95,5.041340734750699e+23,64,1.1716163103620035e+23,26,1.176780885432478e+23,38,1.976226208815945e+23,0,1000
0x01213e995cd6272ebbb929311b50787296f25600,15,2.0706571936021894e+21,14,9.67825303346738e+20,8,1.0394723474069984e+21,15,2.084321938723169e+21,0,1000
0x011b042a0573972f547b885c86279291b04c6020,12,1.507133520032868e+21,11,9.062982887494864e+20,7,9.041301102994801e+20,11,1.5105314387930904e+21,0,1000
0x011c3a587254b7312d78f2c8ba5adc41a1ed1357,66,1.8684422455908322e+22,40,2.0552058272810824e+21,48,2.0520989240885337e+21,80,1.9344985607527666e+22,0,1000
0x01214a235c6767040c8fef6bd33519a6c7ad79ae,45,2.6009498632527885e+23,157,2.211143691304639e+23,85,8.95264811375586e+22,25,1.705424152694079e+16,1,1000
0x01222a114552e89e4c548170f8c1f4d5460d255a,137,3.6480548448307622e+22,37,204460.60818097845,31,197755.99163309994,79,3.1621054263206827e+22,0,1000
0x00a09297f06b3790a37cffb2de91a0fccf0d5bac,114,7.664721928217212e+18,15,9.991316522739433e+18,27,1.0069873890913597e+19,4,3.186792930570463e+18,0,1000
0x009e8675b19be214d3f620e90c5e0de7a13c3c5a,72,5488503.384094784,13,5.509410262868564e+23,15,4.7657690393819194e+23,7,1119684.2862959949,2,1000
0x00ab84845d68063c1dcd2a5f2cead5f253b249a2,76,8.398046738015401e+20,20,3.938769174117277e+20,15,989.8283716086752,37,3.026628822698542e+20,0,1000
0x00ac60244df04dfc07146f037d14f93320af57c9,37,1.763739107377253e+19,111,1.5012796685673992e+21,29,1.5030891674901736e+21,26,51132.18211506584,0,1000
0x00a8bec03805bcfaafab1050dbcf90f57982d750,69,1982087.3101754447,33,584357.4556453595,25,585086.6110656309,26,1359786.8319192745,0,1000
0x009ff94a057c75f661e3e28f89b9b9d84e57fc67,165,5.00248439516923e+22,56,1.0064105882365741e+21,16,1.0006194579130897e+21,15,4.242734126400552e+21,0,1000
0x054f52abacec7481b912135356da0e893af5a36b,15,9.236184983896246e+19,24,6.9051990172322095e+19,10,6.916705523691851e+19,9,1.8203606375603274e+20,0,1000
0x0340af84322e83ae445c375c10a6ac90989b85f6,37,3.935375796211252e+21,26,6.537438091620832e+20,25,6.523680309700244e+20,40,4.950323525744277e+21,0,1000
0x0351c94cae69947448969ca8b6fef20dfe14203b,17,211934.5813040033,10,8.247974058942606e+22,11,8.261281576270452e+22,11,211950.29559457238,0,1000
0x034aff341d97429136304f3021e8f27975de3da0,12,3.964503252210546e+20,22,1.624389246420972e+22,16,1.3575253146173182e+22,2,4.024786502936587e+20,1,1000
0x00515e4f8a5c52a526f48c3ea07238143e2c04fc,26,2309.439182308292,21,9.715750764968586e+19,21,9.828384991056023e+19,0,0.0,0,1000
0x004ce54398cc569a622bf5a99ae857306243c8ec,48,547372.9040032325,14,499506.950383013,9,501863.3721711325,17,550021.6615744181,0,1000
0x004d71c111862702272e6beccdaafb07c9b96c37,85,1.43304072727356e+24,63,1.551215517088882e+24,63,1.5925155314925258e+24,64,1.3890594532784446e+24,1,1000
0x033ffcf5d843a16da224f62b5cb1c4980310f796,49,1.6218704295965847e+23,30,1.3995832752581577e+22,28,1.406955588677251e+22,29,9.68148329166324e+22,0,1000
0x03402343d6192caec409b0570cf59905969adc2a,34,6845.107065056047,34,10628.135521526621,34,9457.63775172217,2,3.722065709063691e+20,0,1000
0x02577874b50993e03070e7c7eefa78eac31cadd5,17,5.014103187322937e+21,27,8.499383370959323e+21,23,8.502826127270634e+21,16,5.004445345368716e+21,0,1000
0x0255c9d3850caca1152aeb20425c264787661692,89,1.5982141893092112e+21,25,2.410361780194541e+20,38,2.4114083725242073e+20,15,1.0497149782303547e+21,0,1000
0x034b2fd624f4895fc932ed31ed63d8be06b82c08,23,4.643740833816068e+22,52,1.7279230930862225e+23,52,1.636023117549047e+23,29,7.337779386473469e+22,0,1000
0x0048e6fd005224e7e9f00058c630307f0710a84b,70,3.9361123205753004e+22,36,2.07530407015173e+22,16,7.560393327410447e+21,18,1.949450826331266e+22,0,1000
0x0267c774380db18ed0c9ca3e41ed086e53750480,19,7.110188701789832e+20,23,1.000855652979066e+22,9,9.787845494188985e+21,2,2342.971599585004,0,1000
0x0337dcbc6f5f2c2ca665fdd487f7d8f23c305b08,29,1.0663588175407292e+22,19,5.345267752687771e+21,15,5.336579562593705e+21,11,1.0630817284393867e+22,0,1000
0x0337cbd1a09ae0c4e7f802c0ce2cffe880ef49ba,23,3.650061414027327e+21,8,9.900430500903615e+20,7,9.939034611440803e+20,18,3.8135679061895393e+21,0,1000
0x003edfecb016131dbd485c72f3b6f2e98a1429d9,59,1.6070065963423787e+20,50,1413.6314917438501,16,1073.6614628823245,19,8.124061243397302e+19,0,1000
0x0049d23daaafeaac69e336ffe9dcb9ca14dac781,27,3.43608232753719e+22,20,2.50093336597493e+22,18,2.513054277774995e+22,26,3.4441156605827875e+22,0,1000
0x0041dac13d9365b4d695fb612950dc71884f8db1,43,8.918343584470766e+19,34,6.536742044990848e+20,55,6.339328444374319e+20,22,8.94230952791739e+19,0,1000
0x05d2f53c5bd50defe43628e01197b47dcfa1764c,267,6.169409082447035e+23,198,1414353.181678172,157,1416168.2643309624,131,5.2975901128101846e+23,0,1000
0x0230d420819b2654845fb9c570ac53c969b6c386,30,2.505208263040612e+22,11,39148.656375979306,9,26797.04967882452,7,3.6546997569602936e+21,0,1000
0x022b755d4b5db88a2c32499fa667904fbe24c928,28,1.0509121232861443e+22,15,2.828832017221925e+21,17,2.8265515400966366e+21,40,1.5619649665336477e+22,0,1000
0x037bef2da33513cfb998e36894d073773d3285f8,26,4118422.743443703,20,3206432.0787278567,18,3637485.775424759,28,5.107334389017998e+23,0,1000
0x037bf6a1e7b137f824f46313317e033ffeceb613,94,2.1625572579017623e+22,22,3.807302542122972e+21,31,3.822980937726375e+21,25,7.200988324362786e+21,0,1000
0x0221049b11fc262500edcef74c4b84e9454b681f,30,5.7069507489809944e+20,17,1.39926616020059e+20,7,1.4030526534664017e+20,6,5.270488307406285e+20,0,1000
0x036161ee78969e00d3ea480f2139357fd77247ac,14,128250.81570449256,15,1.6445997572202793e+22,11,1.6245876393724151e+22,12,1.6332025248183898e+22,0,1000
0x036808e8efef543ac49c40a2b6d98f8f36798a91,31,8.385574379298496e+22,43,3941057.521574894,30,2427192.835193157,40,8.44822866945896e+22,0,1000
0x023f57cc43fb63b4d6d5a18f8f656d828c40e489,9,2.0985652354961506e+21,8,2.7652235845805455e+21,14,2.96705322708494e+21,20,2.5821688376389036e+21,0,1000
0x036a310b351f1d24dc5891a9f7ddc1e42ced51fd,57,7.762244569838438e+20,32,3725.6060448359904,15,1681.3873160226449,16,5.594212680274052e+20,0,1000
0x022b3fa410364e1e28054b704b0da3b67aa6dc90,17,31519646.87549197,14,23050714.01359327,7,17343435.25251534,9,23824449.639710788,0,1000
0x0228213c43f6c2634a1bdad2fcab7316256cdff6,121,2.7434565761826493e+22,50,2.036424879144836e+22,14,5.101967535767642e+21,25,1.796078864630781e+22,0,1000
0x0351b0b81fdd1db5dad0617d97c598cd3c37baaf,82,1.596493156286709e+21,45,4641.9988231520465,67,4396.448731775867,60,3.1868999870794894e+21,1,1000
0x035648071a7ebb842fc55a01e44ce01ab8b844ed,73,6.075555400930088e+21,29,1.2997105352976771e+21,16,1.3079435261181721e+21,41,5.561985152888684e+21,0,1000
0x02491d37984764d39b99e4077649dcd349221a62,185,1.4556219871768535e+24,61,1.426139334669281e+24,13,1.427880118157534e+24,20,1.571281299157619e+24,0,1000
0x035b32173c6beca69608dc1b5740bfec727c5d82,21,7.026495119020328e+23,13,5.2272554766998355e+23,8,5.264738695353046e+23,15,8.894019989292419e+23,0,1000
0x035bc96201666333294c5a04395bb3618a2b6a11,24,1.1298304356585258e+21,16,1.2535238554860593e+21,9,1.2505750210939218e+21,14,1.1264490465905198e+21,0,1000
0x035d5e9aef9c24c42764a90b1ef6207d22fda0e7,65,5.362545082292451e+22,28,6.022374367662836e+22,9,3.0141671456300377e+22,35,5.521533839782447e+22,0,1000
0x005661a7a441451fafdccd579905a7dbc79fd538,11,4.987457838786478e+18,19,15.48247371130888,19,9.111908381795118,12,4.995721512910679e+18,0,1000
0x05b56b2b0e2f395f2f814c09c845ecf656b80b1d,51,8.650108901913406e+21,42,5.370934017046131e+21,27,5.15882553432246e+21,27,7.161092893861839e+21,0,1000
0x05b62442eebb2308ab39cf2dbb115fc47b633c52,48,6.087946100144222e+22,38,4.962871442259487e+22,26,4.9464126009623334e+22,38,6.0701995388550485e+22,0,1000
0x05c18ffc1c74cb67cb26bb5222aaf3355b74bbc3,328,9.44178049047166e+23,27,4.887326846493547e+22,15,1.8031869321652898e+22,213,7.784615372205429e+23,1,1000
0x04b5c5d08ddef275535c5a95a62f803fc1cd3dba,40,2.406671211925594e+21,52,5.204367333418776e+22,103,4.00602880733143e+22,16,1.69817501589784e+21,0,1000
0x04c18cbf703c72591f1800b52d801a948f55e00c,18,6.772355560155663e+21,12,65079.14823383075,12,65788.2735129133,24,1.3529237582445673e+22,0,1000
0x00a0847926a77692495774f1c71ba8abef99dd52,29,367925.382096154,21,1.0019910855005824e+23,8,1.0048357068539657e+23,4,2.509647179119802e+22,0,1000
0x049569adb8a1e8a9349e9f1111c7b7993a4612eb,16,6.598882729374094e+21,14,1.2931774522075793e+21,19,1.306542798955124e+21,19,5.265763297361559e+21,0,1000
0x049eebc628e60f804daae62df6c3715b9273b2c2,127,2.1178518126865183e+21,78,8.794504821521015e+20,87,8.763152351151302e+20,37,2.1164456440155603e+21,0,1000
0x013bbe7e89333bb26c0959f547adcd77f54ffa80,72,367513.48665175884,18,3.0653573770015186e+22,14,3.040189884748297e+22,1,87.96352814531744,0,1000
0x0135249c1897454959da69ac1481df6c1d4023a8,25,9.97917800827239e+20,22,11123.217974775824,12,4808.974259900071,6,4002.7176754048282,0,1000
0x01445326f7023b6c69eeb0eccbbac6797af3e76c,66,36797.39712877277,54,29502.214475309916,41,28652.883776080704,26,19376.334509482058,0,1000
0x0144c47df1cc4d52ff115f758918dc42a9db48aa,103,8.29469645141795e+20,49,4.791628403109969e+20,55,4.796988529456427e+20,86,7.290049496285845e+20,0,1000
0x048e1e942cecde524fb35ebd625749b0be00f563,82,1.0017166891046276e+22,37,7.517603930218355e+21,20,7.507410740180275e+21,36,1.1947106747338686e+22,0,1000
0x0142bfdf3d08eb9cca160c04e9240d7f9631f2b0,23,39144.86182895794,44,6.158694992167595e+21,54,6.174921320429307e+21,13,41271.4153567154,0,1000
0x049b8457a23bef5354c65d1cbbfa3bb897782ec1,59,2.2350519017942626e+22,36,3.106118240194815e+21,29,3.1584778091097993e+21,41,1.958057122046295e+22,0,1000
0x049ca02e4394a5ddea5ef9c3194d82e640187573,16,2.6119217879859585e+22,16,9.512138087687225e+21,19,9.545488742779112e+21,23,5.812248231298659e+22,0,1000
0x049940feda4277b7f01ef10fca0b975c541d8fca,196,6819167.205715692,36,2.4462240912479317e+24,37,2.457963092202735e+24,76,1.4468119468993257e+24,0,1000
0x0557d5aeec6f2dbffdc2a4cdce59ae3286a2e896,62,1.872660743385392e+22,30,2.552879715742171e+21,17,2.5662741244441846e+21,29,1.8626789636698209e+22,0,1000
0x0094cb1657ee9da34b93845aa142eaa59169ee05,118,3.383733071191407e+21,51,5.760038212561173e+21,45,2.806578640224105e+21,31,1.4515729690152508e+21,0,1000
0x0099a7b429f7541cbda34d6aa8cd82181fbb8bb5,12,3.642144836390382e+21,12,1.0040541280000003e+21,10,1.0007035991391307e+21,3,3.175112181403351e+21,0,1000
0x009b21f6f8273fe12dbc9c8025ca27db7de16b8c,71,6.410898340559731e+20,38,5.271870569661889e+20,32,5.251310958588879e+20,46,1.084845159828795e+21,0,1000
0x03ae6e3226c9fe470b638eaa1301965c613b8b6b,8,63148.85807622524,28,2.2868462266650033e+21,24,2.2722895554920723e+21,1,20006.983412685746,0,1000
0x03a493d043b71da48fd882161dae488abe112432,7,1.9437321702305586e+21,7,1.6133026139676934e+21,7,1.618180601952784e+21,9,1.9507619911494486e+21,0,1000
0x01f562afdd11c353a9b56028b2a34d2bbbde4b14,18,49187.419204465215,29,52207.0192806418,34,35270.59075869817,10,9924.193808587399,0,1000
0x01ebce016681d076667bdb823ebe1f76830da6fa,90,4.830686505219288e+22,55,1.4439017903636467e+20,52,1.4461671178435876e+20,82,1.8579904547321226e+22,0,1000
0x03b90ee77fc31114c5b5cbd363059db6066cca7d,40,5.2112491269352675e+22,28,153119.75047286192,11,31338.977619210433,7,39255.620925383424,0,1000
0x03b16ab6e23bdbeeab719d8e4c49d63674876253,143,2.4915011199732455e+23,147,3.32053438843842e+23,153,3.317069268132813e+23,154,2.4937888270685956e+23,0,1000
0x0392ea959f551f01d432e1fa26110ef69d55e4c1,23,1.5066887709587066e+21,9,4.019077256840002e+19,8,4.0190778949017395e+19,12,1.5025650223011327e+21,0,1000
0x01f62341f6eb0b03584fca08c165aee0312b1084,43,1.6430850198285877e+20,30,1.4840098677466386e+20,15,1.4988874371598457e+20,18,1.650893371118078e+20,0,1000
0x039e8cb6cf84518696939ea80ff8e021b871fde9,66,7.747948330019606e+19,25,4.468972678151998e+19,13,3.2671457860074775,3,9.745562338301674e+17,0,1000
0x020793b7db7551b1d70877579370096b3db0db07,109,1.3088922361387084e+23,55,4.952288743709804e+20,35,4.931090790154676e+20,43,1.309247054560757e+23,0,1000
0x05b4600b2e54b7bf090f39c2c6e7c70d0a571838,41,1.0267689269828678e+21,19,1635.717865023591,12,587.0759143760561,2,569.7714566048287,0,1000
0x05aeaabd4b221dc741b0213dedc1c2fe3613e2c0,89,1.054082612818956e+22,29,7.851944610371964e+21,46,7.825902118645878e+21,73,9.9772035611594e+21,0,1000
0x038b15767ebe38fc2002b8c597ec9054021dcf7c,13,4.840293517438884e+21,12,7.022748288729261e+22,14,7.307332290000701e+22,12,4.6233032907710823e+21,0,1000
0x038ca2dcaf884d02dd1deae89bf23a7831fb1179,22,1.2675616313362067e+21,8,1.0965745994248929e+21,12,1.1081181354215448e+21,5,1.676474027237146e+20,0,1000
0x0390969e6ddcc17e2ca8813d9f38e276b76c5113,5,375029.39666436723,10,499087.07742705714,16,396765.80336329434,2,174314.13455710805,0,1000
0x03922322741e50ee5a589aedc9fc7ed74a3e1e32,18,8.951991732577553e+22,12,1.6501456538816939e+22,12,1.6613243940000177e+22,16,8.966464910025185e+22,0,1000
0x021690c899ae56dbcf851ba0305659d39b557622,25,1.2750510660001087e+21,7,7.478342009923785e+20,9,7.484476726494091e+20,16,1.2736888815372127e+21,0,1000
0x0224b2311d5968fa00a42103788b2f4ccd0651ad,74,3.6211169999501766e+21,15,4.528344963943955e+20,29,4.607055171580673e+20,28,3.568023926303866e+21,0,1000
0x03827daa642b7e409e4d08fb34836c22d0a3556b,80,5.57470064317624e+20,34,2.65366582300682e+20,49,2.37586863770682e+20,52,4.913403980633365e+20,3,1000
0x005f16f017aa933bb41965b52848ceb8ee48b171,328,6.119578646751017e+21,183,5.20563048027506e+21,109,4.665181937535019e+21,147,6.000797506948687e+21,0,1000
0x005c7aa4001747cd4bf25c777318a13191a182ac,88,1.424827692585894e+21,25,7.758338066066094e+20,25,7.76273991999896e+20,107,3.4407618988558715e+21,0,1000
